TotalCheckouts,Title,CallNumber,Author,OwningLibrary,Publisher ,CopyrightDate,datelastborrowed,itype,itemcode
4,Beverly Hills 90210.,BEVE 6-DISCS,,East Library,"CBS DVD,",2010,1/30/20,DVDSET,DVD
6,Beverly Hills 90210.,BEVE 8-DISCS,,Penrose Library,"CBS DVD,",2007,2/1/20,DVDSET,DVD
6,Beverly Hills 90210.,BEVE 8-DISCS,,Penrose Library,Paramount :,2007,2/1/20,DVDSET,DVD
5,Beverly Hills 90210.,BEVE 8-DISCS,,East Library,"CBS DVD,",2007,1/30/20,DVDSET,DVD
5,Beverly Hills 90210.,BEVE 8-DISCS,,East Library,Paramount :,2007,1/30/20,DVDSET,DVD
4,Beverly Hills 90210.,BEVE 8-DISCS,,Penrose Library,"CBS DVD,",2008,2/1/20,DVDSET,DVD
4,Beverly Hills 90210.,BEVE 8-DISCS,,Penrose Library,Paramount Home Entertainment :,2008,2/1/20,DVDSET,DVD
4,Beverly Hills 90210.,BEVE 8-DISCS,,Penrose Library,"CBS DVD,",2008,1/9/20,DVDSET,DVD
4,Beverly Hills 90210.,BEVE 8-DISCS,,Penrose Library,Paramount Home Entertainment :,2008,1/9/20,DVDSET,DVD
0,"Henry County, Kentucky, 1798-1995 : a history of our heritage /",976.9385 H521 1995,Henry County Historical Society.,Carnegie-Special Collections,"McDowell Pub.,",1995,10/21/19,SC-BOOK,SCHBOOK
0,"Our Crawford County, Illinois heritage /",977.375 J724 1983,"Johnston, Donna Gowin,",Carnegie-Special Collections,"D.G. Johnston,",1983,10/21/19,SC-BOOK,SCHBOOK
3,In my defense,RAP/HIPHOP AZAL INMY 1-DISC,"Azalea, Iggy,",Monument Library,"Bad Dreams Records,",2019,12/11/19,CDMUSIC,CD
9,In my defense,RAP/HIPHOP AZAL INMY 1-DISC,"Azalea, Iggy,",Sand Creek Library,"Bad Dreams Records,",2019,1/31/20,CDMUSIC,CD
6,In my defense,RAP/HIPHOP AZAL INMY 1-DISC,"Azalea, Iggy,",Cheyenne Mountain Library,"Bad Dreams Records,",2019,1/26/20,CDMUSIC,CD
2,In my defense,RAP/HIPHOP AZAL INMY 1-DISC,"Azalea, Iggy,",Penrose Library,"Bad Dreams Records,",2019,10/28/19,CDMUSIC,CD
12,Passage to Marseille,PASS 1-DISC,,Monument Library,"Distributed by Warner Home Video,",2012,1/21/20,DVD,DVD
12,Passage to Marseille,PASS 1-DISC,,East Library,"Distributed by Warner Home Video,",2012,2/3/20,DVD,DVD
1,"Betsy was a junior ; and, Betsy and Joe /",LOVE,"Lovelace, Maud Hart,",East Library,"HarperPerennial,",2009,12/14/19,TBOOK,TEENFIC
3,"Betsy was a junior ; and, Betsy and Joe /",LOVE,"Lovelace, Maud Hart,",East Library,"HarperPerennial,",2009,2/1/20,TBOOK,TEENFIC
1,"Betsy was a junior ; and, Betsy and Joe /",LOVE,"Lovelace, Maud Hart,",Cheyenne Mountain Library,"HarperPerennial,",2009,10/16/19,TBOOK,TEENFIC
2,"Betsy was a junior ; and, Betsy and Joe /",LOVE,"Lovelace, Maud Hart,",Penrose Library,"HarperPerennial,",2009,12/26/19,TBOOK,TEENFIC
3,"Betsy and the great world ; and, Betsy's wedding /",LOVE,"Lovelace, Maud Hart,",Penrose Library,"HarperPerennial,",2009,12/26/19,TBOOK,TEENFIC
1,"Betsy and the great world ; and, Betsy's wedding /",LOVE,"Lovelace, Maud Hart,",Cheyenne Mountain Library,"HarperPerennial,",2009,10/18/19,TBOOK,TEENFIC
1,"Betsy and the great world ; and, Betsy's wedding /",LOVE,"Lovelace, Maud Hart,",East Library,"HarperPerennial,",2009,1/27/20,TBOOK,TEENFIC
2,"Betsy and the great world ; and, Betsy's wedding /",LOVE,"Lovelace, Maud Hart,",East Library,"HarperPerennial,",2009,2/1/20,TBOOK,TEENFIC
3,Black Sunday /,HARR,"Harris, Thomas,",East Library,"Signet,",2001,1/18/20,BOOK,FICTION
2,Black Sunday /,HARR,"Harris, Thomas,",Ute Pass Library,"Signet,",2001,1/24/20,BOOK,FICTION
0,Nerilka's story : a Pern adventure /,MCCA,"McCaffrey, Anne.",East Library,"Ballantine Books,",1986,9/30/19,BOOK,FICTION
1,Nerilka's story : a Pern adventure /,MCCA,"McCaffrey, Anne.",Library 21c,"Ballantine Books,",1986,10/1/19,BOOK,FICTION
0,Prodigal daughter : a family's brave journey through addiction and recovery /,362.293092 KOKE,"Koke, Rob,",Old Colorado City Library,"Zondervan,",2019,12/4/19,BOOK,NEW
3,Prodigal daughter : a family's brave journey through addiction and recovery /,362.293092 KOKE,"Koke, Rob,",Cheyenne Mountain Library,"Zondervan,",2019,1/18/20,BOOK,NEW
0,Black Lotus 2: The Vow,ON ORDER,K'Wan,Distribution Facility,Akashic Books,2020,1/1/00,UNKNOWN,ON-ORDER
0,What Comes My Way,ON ORDER,"Peterson, Tracie",Distribution Facility,Bethany House Publishers,2019,1/1/00,UNKNOWN,ON-ORDER
0,Thirty seconds over Tokyo /,940.54252 LAWS,"Lawson, Ted W.,",Penrose Library,"Pocket Star Books,",2004,10/3/19,BOOK,NONFIC
2,Thirty seconds over Tokyo /,940.54252 LAWS,"Lawson, Ted W.,",East Library,"Pocket Star Books,",2004,12/31/19,BOOK,NONFIC
1,Arrow's fall /,LACK,"Lackey, Mercedes.",Penrose Library,"DAW Books,",1988,11/6/19,BOOK,FICTION
2,Arrow's fall /,LACK,"Lackey, Mercedes.",East Library,"DAW Books,",1988,1/2/20,BOOK,FICTION
2,Arrows of the queen /,LACK,"Lackey, Mercedes.",Fountain Library,"DAW Books, Inc.,",1987,1/25/20,BOOK,FICTION
3,Arrows of the queen /,LACK,"Lackey, Mercedes.",East Library,"DAW Books, Inc.,",1987,2/4/20,BOOK,FICTION
0,Mister Slaughter /,MCCA,"McCammon, Robert R.",Calhan Library,"Subterranean Press,",2010,9/30/19,BOOK,FICTION
2,Mister Slaughter /,MCCA,"McCammon, Robert R.",Sand Creek Library,"Subterranean Press,",2010,1/30/20,BOOK,FICTION
2,Oathblood /,LACK,"Lackey, Mercedes.",East Library,"DAW Books,",1998,12/21/19,BOOK,FICTION
0,Oathblood /,LACK,"Lackey, Mercedes.",East Library,"DAW Books,",1998,10/31/19,BOOK,FICTION
0,Take a thief /,LACK,"Lackey, Mercedes.",East Library,DAW Books :,2002,10/7/19,BOOK,FICTION
0,Take a thief /,LACK,"Lackey, Mercedes.",East Library,"Distributed by Penguin Putnam,",2002,10/7/19,BOOK,FICTION
2,Take a thief /,LACK,"Lackey, Mercedes.",Rockrimmon Library,DAW Books :,2002,12/26/19,BOOK,FICTION
2,Take a thief /,LACK,"Lackey, Mercedes.",Rockrimmon Library,"Distributed by Penguin Putnam,",2002,12/26/19,BOOK,FICTION
1,Powerless /,CODY,"Cody, Matthew.",Library 21c,"Yearling,",2011,12/27/19,JBOOK,JFICTION
0,Powerless /,CODY,"Cody, Matthew.",Calhan Library,"Yearling,",2011,10/1/19,JBOOK,JFICTION
2,Powerless /,CODY,"Cody, Matthew.",Rockrimmon Library,"Yearling,",2011,1/18/20,JBOOK,JFICTION
2,Powerless /,CODY,"Cody, Matthew.",Cheyenne Mountain Library,"Yearling,",2011,12/14/19,JBOOK,JFICTION
1,He shall thunder in the sky /,PETE,"Peters, Elizabeth,",East Library,"Harper,",2010,1/10/20,BOOK,MYSTERY
0,"The snake, the crocodile and the dog /",PETE,"Peters, Elizabeth,",Calhan Library,"Grand Central Publishing,",2013,10/4/19,BOOK,MYSTERY
0,"The snake, the crocodile and the dog /",PETE,"Peters, Elizabeth,",Penrose Library,"Grand Central Publishing,",2013,12/11/19,BOOK,MYSTERY
0,Black ops /,GRIF,"Griffin, W. E. B.",Sand Creek Library,"Jove Books,",2010,10/31/19,BOOK,FICTION
2,Black ops /,GRIF,"Griffin, W. E. B.",Library 21c,"Jove Books,",2010,12/15/19,BOOK,FICTION
1,Dead time /,WHIT,"White, Stephen,",Penrose Library,"Signet /New American Library,",2009,12/28/19,BOOK,FICTION
3,Dead time /,WHIT,"White, Stephen,",East Library,"Signet /New American Library,",2009,12/9/19,BOOK,FICTION
0,Nemesis /,ROTH,"Roth, Philip.",Penrose Library,"Vintage International,",2011,10/4/19,BOOK,FICTION
0,Nemesis /,ROTH,"Roth, Philip.",Calhan Library,"Vintage International,",2011,9/30/19,BOOK,FICTION
0,Butternut Lake : the night before Christmas /,MCNE,"McNear, Mary.",Calhan Library,"William Morrow Impulse,",2015,10/4/19,BOOK,FICTION
3,Butternut Lake : the night before Christmas /,MCNE,"McNear, Mary.",East Library,"William Morrow Impulse,",2015,1/24/20,BOOK,FICTION
0,The program : a novel /,WHIT,"White, Stephen,",Ute Pass Library,"Dell,",2002,10/18/19,BOOK,FICTION
3,The program : a novel /,WHIT,"White, Stephen,",East Library,"Dell,",2002,1/29/20,BOOK,FICTION
1,Warning signs /,WHIT,"White, Stephen,",Sand Creek Library,"Dell,",2003,10/25/19,BOOK,FICTION
0,Warning signs /,WHIT,"White, Stephen,",Library 21c,"Dell,",2003,10/31/19,BOOK,FICTION
1,The courtship /,COUL,"Coulter, Catherine.",Penrose Library,"Jove Books,",2000,10/2/19,BOOK,FICTION
1,The courtship /,COUL,"Coulter, Catherine.",East Library,"Jove Books,",2000,1/24/20,BOOK,FICTION
6,Centennial Celebrations: a Colorado cookbook /,641.5973 JUNI,the Junior League of Denver,Distribution Facility,"Junior League of Denver,",2019,1/27/20,BOOK,NEW
8,Centennial Celebrations: a Colorado cookbook /,641.5973 JUNI,the Junior League of Denver,Distribution Facility,"Junior League of Denver,",2019,12/28/19,BOOK,NEW
6,Centennial Celebrations: a Colorado cookbook /,641.5973 JUNI,the Junior League of Denver,Distribution Facility,"Junior League of Denver,",2019,1/30/20,BOOK,NEW
6,Centennial Celebrations: a Colorado cookbook /,641.5973 JUNI,the Junior League of Denver,Distribution Facility,"Junior League of Denver,",2019,1/21/20,BOOK,NEW
0,Centennial Celebrations: a Colorado cookbook /,641.5973 J955 2019,the Junior League of Denver,Carnegie-Special Collections,"Junior League of Denver,",2019,10/21/19,SC-BOOK,SCHBOOK
0,Hikaru no go.,741.5952 HIKARUNO HOTT V.14,"Hotta, Yumi.",East Library,"Viz Media,",2009,10/4/19,BOOK,NONFIC
1,Hikaru no go.,741.5952 HIKARUNO HOTT V.14,"Hotta, Yumi.",Penrose Library,"Viz Media,",2009,10/7/19,BOOK,NONFIC
0,Hikaru no go.,741.5952 HIKARUNO HOTT V.10,"Hotta, Yumi.",East Library,"Viz Media,",2007,10/4/19,BOOK,NONFIC
1,Hikaru no go.,741.5952 HIKARUNO HOTT V.10,"Hotta, Yumi.",Mobile Libraries,"Viz Media,",2007,10/7/19,BOOK,NONFIC
1,"Talitha, the traveling skirt /",VANV,"Van Vleet, Becky,",Distribution Facility,"Elk Lake Publishing, Inc,",2019,1/28/20,JBOOK,JEASY
1,"Talitha, the traveling skirt /",VANV,"Van Vleet, Becky,",Library 21c,"Elk Lake Publishing, Inc,",2019,1/8/20,JBOOK,JEASY
4,Whitework embroidery : learn the stitches plus 30 step-by-step projects /,746.44 OTSU,"Otsuka, Ayako,",Library 21c,"Stackpole Books,",2017,1/26/20,BOOK,NONFIC
2,Whitework embroidery : learn the stitches plus 30 step-by-step projects /,746.44 OTSU,"Otsuka, Ayako,",East Library,"Stackpole Books,",2017,1/24/20,BOOK,NONFIC
3,Under my skin,UNGE 10-DISCS,"Unger, Lisa,",Cheyenne Mountain Library,"Harlequin Audio,",2018,1/23/20,CDBOOK,CDBOOK
3,Under my skin,UNGE 10-DISCS,"Unger, Lisa,",Monument Library,"Harlequin Audio,",2018,11/23/19,CDBOOK,CDBOOK
5,WordMaster improve your word power and improve your life! /,428.1 WAIT 1-DEVICE,"Waitley, Denis.",Distribution Facility,"[Distributed exclusively by] Recorded Books, LLC :",2009,2/3/20,PLAYER,BKPLAYER
5,WordMaster improve your word power and improve your life! /,428.1 WAIT 1-DEVICE,"Waitley, Denis.",Distribution Facility,"[Manufactured by] Findaway World, LLC,",2009,2/3/20,PLAYER,BKPLAYER
5,WordMaster improve your word power and improve your life! /,428.1 WAIT 1-DEVICE,"Waitley, Denis.",Distribution Facility,Playaway Digital Audio ;,2009,2/3/20,PLAYER,BKPLAYER
1,Six ghost stories /,SUMM,"Summers, Montague.",Library 21c,"Snuggly Books,",2019,1/25/20,BOOK,NEW
2,Six ghost stories /,SUMM,"Summers, Montague.",Mobile Libraries,"Snuggly Books,",2019,10/21/19,BOOK,NEW
0,"They came from Missouri : the history of Missouri Heights, Colorado /",978.816 W827 1998,"Witt, Anita McCune.",Carnegie-Special Collections,"Gran Farnum,",1998,10/21/19,SC-BOOK,SCHBOOK
0,Italy in Colorado : family histories from Denver and beyond /,978.800451 Z19 2008,"Zahller, Alisa,",Carnegie-Special Collections,"Donning Co. Publishers,",2008,10/21/19,SC-BOOK,SCHBOOK
0,The Historical Atlas of Native Americans,ON ORDER,"Barnes, Ian",Distribution Facility,Chartwell Books,2019,1/1/00,UNKNOWN,ON-ORDER
2,The good earth,BUCK 9-DISCS,"Buck, Pearl S. (Pearl Sydenstricker),",Library 21c,"Blackstone Audio,",2007,12/2/19,CDBOOK,CDBOOK
2,The good earth,BUCK 9-DISCS,"Buck, Pearl S. (Pearl Sydenstricker),",East Library,"Blackstone Audio,",2007,1/11/20,CDBOOK,CDBOOK
0,The Long Call (CD),XX(1077823.1),"Cleeves, Ann.",Distribution Facility,"Macmillan Audio,",2019,1/1/00,CDBOOK,ON-ORDER
0,Rebel (CD),XX(1077824.1),"Lu, Marie.",Distribution Facility,"Macmillan Audio,",2019,1/1/00,TCDBOOK,ON-ORDER
0,"Wake County apprentice bonds & records, 1770-1860, 1872-1903 /",929.375655 W146,,Carnegie-Special Collections,"Wake County Genealogical Society,",2008,10/21/19,SC-BOOK,GENBOOK
2,"The 4 complete Ed Sullivan shows starring the Beatles and other artists, including original commercials and more /",FOUR 2-DISCS,,Distribution Facility,"Distributed by Universal Music Enterprises,",2010,1/25/20,DVD,DVD
2,"The 4 complete Ed Sullivan shows starring the Beatles and other artists, including original commercials and more /",FOUR 2-DISCS,,Distribution Facility,SOFA Home Entertainment ;,2010,1/25/20,DVD,DVD
3,"The 4 complete Ed Sullivan shows starring the Beatles and other artists, including original commercials and more /",FOUR 2-DISCS,,Distribution Facility,"Distributed by Universal Music Enterprises,",2010,2/1/20,DVD,DVD
3,"The 4 complete Ed Sullivan shows starring the Beatles and other artists, including original commercials and more /",FOUR 2-DISCS,,Distribution Facility,SOFA Home Entertainment ;,2010,2/1/20,DVD,DVD
3,"The 4 complete Ed Sullivan shows starring the Beatles and other artists, including original commercials and more /",FOUR 2-DISCS,,Distribution Facility,"Distributed by Universal Music Enterprises,",2010,2/1/20,DVD,DVD
3,"The 4 complete Ed Sullivan shows starring the Beatles and other artists, including original commercials and more /",FOUR 2-DISCS,,Distribution Facility,SOFA Home Entertainment ;,2010,2/1/20,DVD,DVD
4,"The 4 complete Ed Sullivan shows starring the Beatles and other artists, including original commercials and more /",FOUR 2-DISCS,,Distribution Facility,"Distributed by Universal Music Enterprises,",2010,2/4/20,DVD,DVD
4,"The 4 complete Ed Sullivan shows starring the Beatles and other artists, including original commercials and more /",FOUR 2-DISCS,,Distribution Facility,SOFA Home Entertainment ;,2010,2/4/20,DVD,DVD
7,Friday the 13th.,FRID 1-DISC,,Ruth Holley Library,"Paramount Home Entertainment,",2009,1/23/20,DVD,DVD
7,Friday the 13th.,FRID 1-DISC,,East Library,"Paramount Home Entertainment,",2009,2/1/20,DVD,DVD
10,Friday the 13th.,FRID 1-DISC,,East Library,"Paramount Home Entertainment,",2009,2/2/20,DVD,DVD
11,Friday the 13th.,FRID 1-DISC,,Penrose Library,"Paramount Home Entertainment,",2009,1/29/20,DVD,DVD
9,Friday the 13th.,FRID 1-DISC,,Fountain Library,"Paramount Pictures,",2009,1/27/20,DVD,DVD
6,Friday the 13th.,FRID 1-DISC,,East Library,"Paramount Pictures,",2009,1/26/20,DVD,DVD
7,Friday the 13th.,FRID 1-DISC,,Rockrimmon Library,"Paramount Pictures,",2009,1/14/20,DVD,DVD
9,Friday the 13th.,FRID 1-DISC,,Penrose Library,"Paramount Pictures,",2009,1/29/20,DVD,DVD
0,Lehigh County Prison (Pa.) : inmate records /,929.374827 F847,"Fray, Robert G.",Carnegie-Special Collections,"Robert G. Fray Pub.,",2002,10/21/19,SC-BOOK,GENBOOK
9,I serve a savior,782.27 ISER 1-DISC,,Distribution Facility,"Spring House Productions,",2018,2/1/20,DVD,DVD
7,I serve a savior,782.27 ISER 1-DISC,,Distribution Facility,"Spring House Productions,",2018,1/28/20,DVD,DVD
0,"Cemeteries of Grady County, Georgia : a compilation of cemetery surveys /",929.509758 G733,,Carnegie-Special Collections,"Grady County Historical Society,",2011,10/21/19,SC-BOOK,GENBOOK
0,"Cemeteries of Pleasanton and Dublin, California : Pleasanton Memorial Gardens Cemetery, St. Augustine's Catholic Cemetery, Dublin Cemetery : a complete survey of gravestone inscriptions, current to January 15, 1990, and a partial list of mortuary and burial records /",929.509794 A318,,Carnegie-Special Collections,"Livermore-Amador Genealogical Society,",1990,10/21/19,SC-BOOK,GENBOOK
0,"Four lost pioneer cemeteries in northern San Joaquin County, California /",929.509794 S227F,"Filbin, Barbara Crowell.",Carnegie-Special Collections,"Lulu,",2013,10/21/19,SC-BOOK,GENBOOK
0,"Live Oak Cemetery : San Joaquin County, California /",929.509794 S227,"Filbin, Barbara Crowell.",Carnegie-Special Collections,"Lulu,",2008,10/21/19,SC-BOOK,GENBOOK
0,Nectar in a sieve /,MARK,"Markandaya, Kamala,",East Library,"Signet Classics,",2010,10/15/19,BOOK,FICTION
2,Nectar in a sieve /,MARK,"Markandaya, Kamala,",Rockrimmon Library,"Signet Classics,",2010,11/22/19,BOOK,FICTION
1,Nectar in a sieve /,MARK,"Markandaya, Kamala,",Library 21c,"Signet Classics,",2010,11/4/19,BOOK,FICTION
2,No one's home /,PULL,"Pulley, D. M.,",Mobile Libraries,"Thomas & Mercer,",2019,12/2/19,BOOK,NEW
4,No one's home /,PULL,"Pulley, D. M.,",Sand Creek Library,"Thomas & Mercer,",2019,1/18/20,BOOK,NEW
0,Conway County cemeteries /,929.509757 C767,,Carnegie-Special Collections,"Conway County Genealogical Association,",2012,10/21/19,SC-BOOK,GENBOOK
0,"Those who sleep here : Galax, Virginia cemeteries /",929.509755 G784,,Carnegie-Special Collections,"Grayson County, Virginia Heritage Foundation,",2008,10/21/19,SC-BOOK,GENBOOK
0,"Pioneer Hicksville Cemetery, Sacramento County, California /",929.509794 S123F,"Filbin, Barbara Crowell.",Carnegie-Special Collections,"B.C. Filbin,",2008,10/21/19,SC-BOOK,GENBOOK
0,"Pioneer Galt Cemetery, Sacramento County, California : index of pioneer burials, tombstone photos, 1860-1925 /",929.509794 S123,"Filbin, Barbara Crowell.",Carnegie-Special Collections,"B.C. Filbin,",2008,10/21/19,SC-BOOK,GENBOOK
0,"Cemeteries and tombstone inscriptions of Coffee County, Tennessee : including maps, epitaphs and numerous annotations /",929.509768 W788 V.2,"Winters, Linda.",Carnegie-Special Collections,"L. Winters,",2006,11/21/19,SC-BOOK,SCHBOOK
0,"Cemeteries and tombstone inscriptions of Coffee County, Tennessee : including maps, epitaphs and numerous annotations /",929.509768 W788 V.1,"Winters, Linda.",Carnegie-Special Collections,"L. Winters,",2006,11/21/19,SC-BOOK,SCHBOOK
0,We once lived on Hoopers Island : remembering those buried in Hosier Memorial Cemetery /,929.509752 D694,"Hedberg, Jacqueline Simmons.",Carnegie-Special Collections,"J.S. & J.D. Hedberg,",2010,10/21/19,SC-BOOK,GENBOOK
1,Hazel's theory of evolution /,BIGE,"Bigelow, Lisa Jenn,",Library 21c,"Harper, an imprint of HarperCollinsPublishers,",2019,1/12/20,TBOOK,TEENFIC
1,Hazel's theory of evolution /,BIGE,"Bigelow, Lisa Jenn,",Ruth Holley Library,"Harper, an imprint of HarperCollinsPublishers,",2019,1/14/20,TBOOK,TEENFIC
0,Sleeping city on the farm /,929.509778 L161 V.1,"White, Jeff.",Carnegie-Special Collections,"J. White,",2006,10/21/19,SC-BOOK,GENBOOK
0,Sleeping city on the farm /,929.509778 L161 V.2,"White, Jeff.",Carnegie-Special Collections,"J. White,",2006,10/21/19,SC-BOOK,GENBOOK
0,Tunnels of blood /,SHAN,"Shan, Darren.",Palmer Lake Library,"Little, Brown,",2003,10/15/19,TBOOK,TEENFIC
1,Tunnels of blood /,SHAN,"Shan, Darren.",East Library,"Little, Brown,",2003,10/21/19,TBOOK,TEENFIC
0,Elemental tales : a multi-genre Stone Soup anthology : exploring the world through a tapestry of elementals /,FELF,"Felfe, Jeanne M.",Library 21c,"Parallel Pathways, LLC,",2019,9/24/19,BOOK,NEW
3,Elemental tales : a multi-genre Stone Soup anthology : exploring the world through a tapestry of elementals /,FELF,"Felfe, Jeanne M.",Ruth Holley Library,"Parallel Pathways, LLC,",2019,1/31/20,BOOK,NEW
0,"Piecing a town together : families of Lyons, Colorado /",978.863 B493 2010,"Berg, Denise V.",Carnegie-Special Collections,"Kumpfenberg Ventures,",2010,12/19/19,SC-BOOK,SCHNEW
0,"Double gateway to the Rockies : Lyons, Colorado, 1900's /",978.863 B493 2009,"Berg, Denise V. (Denise Vera),",Carnegie-Special Collections,"Kumpfenberg Ventures, LLC,",2009,12/19/19,SC-BOOK,SCHNEW
0,A history of the Lyons sandstone quarries /,622.353097 P115 2006,"Pace, Alfred C.",Carnegie-Special Collections,"Applications, Plus,",2006,12/19/19,SC-BOOK,SCHNEW
0,Lyons and surrounding area : double gateway to the Rockies ; the town below the cliff ; the quarry town /,978.863 L991 1977,,Carnegie-Special Collections,"Lyons Centennial-Bicentennial Committee,",1977,12/19/19,SC-BOOK,SCHNEW
0,"A history of the Old Stone Congregational Church, United Church of Christ, Lyons, Colorado 1889-1974 : eighty-fifth anniversary /",285.878863 W363 1974,"Weaver, Frank D.",Carnegie-Special Collections,"[The Church],",1974,12/19/19,SC-BOOK,SCHNEW
0,"Hygiene, Colorado : from hoofbeats to pickups /",978.8863 B463 2010,"Benedict, Diane Goode.",Carnegie-Special Collections,"Applications Plus,",2010,12/19/19,SC-BOOK,SCHNEW
0,"Left Hand Canyon to the plains : the Altona community, Boulder County, Colorado /",978.863 B463 2005,"Benedict, Diane Goode.",Carnegie-Special Collections,"Applications, Plus,",2005,12/19/19,SC-BOOK,SCHNEW
0,The Welch Resort : a hidden treasure of Boulder County /,647.940978 B493 2006,"Berg, Denise V. (Denise Vera),",Carnegie-Special Collections,"Kumpfenberg Ventures, LLC,",2006,12/19/19,SC-BOOK,SCHNEW
0,Magic's promise /,LACK,"Lackey, Mercedes,",East Library,"DAW Books,",1990,10/14/19,BOOK,FICTION
0,Magic's promise /,LACK,"Lackey, Mercedes,",Penrose Library,"DAW Books,",1990,10/31/19,BOOK,FICTION
1,The oathbound /,LACK,"Lackey, Mercedes.",East Library,"DAW Books,",1998,11/26/19,BOOK,FICTION
1,The oathbound /,LACK,"Lackey, Mercedes.",East Library,"DAW Books,",1998,12/25/19,BOOK,FICTION
